Elmetacin aer.na skór., roztw. 0,01 g/g 100 ml (but.)	bol
EMO LIOVEN Żel d/zmęcz/opuch.nóg - - 50 g (tub.)	bol
EQUILIBRA Żel uspokajający z diabelskim pazurem 100ml - - 100 ml	bol
Etodal żel 0,1 g/g 100 g (tub.)	bol
Etodal żel 0,1 g/g 50 g (tub.)	bol
Extra Strong Balsam 1+1 rozgrzewający - - 40 g (2 op.)	bol
Extra Strong Balsam rozgrzewający Bezzapachowy - - 40 ml (tub. karton)	bol
Extra Strong Junior Żel - - 40 ml (tuba w kartoniku)	bol
EXTRASTRONG Bals. rozgrzewający - - 40 g (tub.)	bol
EXTRASTRONG Bals. Zestaw rozgrzew. X2 drugiI-50% zest. - 40 g (2 op.)	bol
EXTRASTRONG Balsam d/turyst.i sport. - - 40 g (tub.)	bol
FARMONA NIVELAZIONE Chłodzący spray n/zmęczone nogi i piekące stopy aer.na skór. - 150 ml	bol
Farmvit Olej żywokostowy z gojnikiem 100ml	bol
FASTPLAST Plaster rozgrzewający plast.leczn. - 50 szt.	bol
FASTULG HOT Gel rozgrzew.na bazie ziół - - 250 ml	bol
FASTULG ICE Gel chłodzący na bazie ziół - - 250 ml	bol
FASTULG Żel chłodzący na bazie ziół - - 250 ml	bol
FASTULG Żel rozgrzew.na bazie ziół - - 250 ml	bol
Fastum Junior emulsja żelowa - - 50 ml	bol
Felogel NEO żel 0,01 g/g 60 g (tub.)	bol
FertilMate Plast. chłodzące na mosznę - - 8 szt.	bol
Fixaplast Warm - - 24 szt.	bol
Fixaplast Warm Plaster rozgrzewający - - 1 szt.	bol
Flexiseq żel - - 50 g	bol
FLOS-LEK ARNICA ACTIVE Żel chłodzący - - 200 ml (tub.)	bol
FLOS-LEK ARNICA ACTIVE Żel rozgrzewający - - 200 ml (tub.)	bol
FLOS-LEK ARNICA ŻEL Z ARNIKĄ FORTE NA ROZSZERZONE NACZYNKA, ZASINIENIA, OBRZMIENIA, PODPUCHNIĘCIA - - 50 ml	bol
FLOS-LEK ARNICA Żel z arniką na rozszerzone naczynka, sińce, potłuczenia, obrzmienia - - 200 ml	bol
FLOS-LEK Żel arnikowy na sińce, potłuczenia, obrzmienia - - 50 ml	bol
FLOS-LEK Żel z żywokostem - - 50 ml	bol
FLOS-LEK Żel z żywokostem do sk.suchej - - 200 ml	bol
GEHWOL FRISCHE Balsam odśw./chłodz.d/stóp - - 75 ml	bol
GEHWOL WAERME Bals. rozgrzewający - - 75 ml	bol
GLUKOZ-IMBIR Krem-żel d/masażu - - 70 g	bol
HANSAPLAST ABC Salbe maść - 50 g	bol
HERBAMEDICUS Balsam niedźwiedzi - - 250 ml	bol
HIMALAYA Bals. kojący PAIN BALM - - 50 ml	bol
HIMALAYA Rumalaya Żel kojący - - 2 op. po 30 g	bol
HIPPOCASTANUM Bioemuls. końska z kasztan.rozgrzew. - - 500 ml	bol
Hot & Calm Krem uspokaja i koi zmysły - - 50 g	bol
Hotlec maść (0,1g+0,01g+5mg+5mg) 30 g (tub. karton)	bol
Ibalgin Sport krem (0,05g+200j.m.)/g 50 g	bol
Ibum żel (0,05g+0,03g)/g 100 g	bol
Ibum żel (0,05g+0,03g)/g 50 g	bol
Ibument żel (0,05g+0,03g)/g 1 tub. po 50 g	bol
Ibument żel (0,05g+0,03g)/g 100 g (tub.)	bol
Ibuprom Sport spray aer.na skór., roztw. 0,05 g/g 1 poj. po 50 g	bol
Ibuprom Sport żel (Ibuprom Effect żel) - 0,05 g/g 100 g (tub.)	bol
Ibuprom Sport żel (Ibuprom Effect żel) - 0,05 g/g 60 g (tub.)	bol
ICE chłodzący Plaster hydrożelowy (APAP ICE Plaster chłodzący żelowy) - - 12 sasz.a 2szt.	bol
ICE Chłodzący Plaster Hydrożelowy rekomendowany przez APAP - - 2 plast.	bol
ICE POWER chłodzący p/bólowy żel - 75 ml (tub.)	bol
Itami (Diclodermex) plast.leczn. 0,14 g 10 plast.	bol
Itami (Diclodermex) plast.leczn. 0,14 g 2 plast.	bol
Itami (Diclodermex) plast.leczn. 0,14 g 5 plast.	bol
JARDIN MED Czarci pazur regenerująco-łagodzący forte balsam - 200 ml	bol
JARDIN MED Żel koński z chili intens.rozgrzewający forte - - 200 ml	bol
JARDIN NATUREL Balsam Czarci Pazur - - 500 ml	bol
JARDIN NATUREL Balsam Czarci Pazur n/bolące mięśn. - - 500 ml	bol
JARDIN NATUREL Balsam Koński-Krem - - 500 ml	bol
JARDIN NATUREL Balsam Koński-Żel - - 500 ml	bol
JARDIN NATUREL Żel Koński - - 500 ml	bol
JARDIN NATUREL Żel Koński z ekstr.z chili - - 500 ml	bol
JARDIN NATUREL Żel Koński z ekstr.z echinacea - - 500 ml	bol
JARDIN NATUREL Żel Niedźwiedzi ciepło i siła - - 500 ml	bol
Kapsiplast 10cm x 15cm plast.leczn. - 50 szt.	bol
Karpal Akut maść - 50 ml	bol
Kolagen Żel - - 200 ml	bol
KONOPNY BALSAM CHŁODZĄCY - - 200 ml	bol
KONOPNY BALSAM ROZGRZEWAJĄCY - - 200 ml	bol
Konopny balsam z wilczą jagodą rozgrzewający - - 100 ml	bol
KOŃSKA MAŚĆ - - 500 ml (+ 50ml)	bol
KOŃSKA MAŚĆ Bals. do smarowania chłodząca - - 350 g	bol
Końska Maść Chłodzaca Herbamedicus - - 550 ml (500 ml + 50 ml gratis)	bol
Końska Maść Chłodząca - - 125 ml	bol
KOŃSKA MAŚĆ CHŁODZĄCA - - 130 ml (tub.)	bol
KOŃSKA MAŚĆ CHŁODZĄCA - - 250 ml	bol
KOŃSKA MAŚĆ CHŁODZĄCA - - 250 ml (+ 50ml)	bol
Końska Maść Chłodząca Forte Herbamedicus - - 250 ml (+50 ml gratis)	bol
Końska Maść Chłodząca Herbamedicus - - 250 ml (+50 ml gratis)	bol
Końska Maść Chłodząca SwissMedicus balsam - 500 ml	bol
Końska Maść Chłodząca Szwajcarsja - - 150 ml	bol
Końska Maść Chłodząca Szwajcarska HERBAMEDICUS - - 250 ml (+ 50ml)	bol
Końska Maść Chłodząca Szwajcarska żel - 20 op.a 30ml (display)	bol
Końska Maść chłodząca z Konopiami - - 250 ml	bol
KOŃSKA MAŚĆ FORTE - - 500 ml	bol
Końska Maść Forte Chłodząca SwissMedicus - - 500 ml	bol
Końska Maść Forte Chłodząca Szwajcarska HERBAMEDICUS - - 250 ml (+ 50ml)	bol
Końska Maść Forte Chłodząca Szwajcarska HERBAMEDICUS 500 ml - - 500 ml (+ 50ml)	bol
Końska Maść Forte Rozgrzewająca - - 250 ml	bol
Końska Maść Forte Rozgrzewająca - - 500 ml	bol
Końska Maść Forte Rozgrzewająca Szwajcarska SwissMedicus - - 250 ml	bol
KOŃSKA MAŚĆ ROZGRZEWAJĄCA - - 130 ml (tub.)	bol
KOŃSKA MAŚĆ ROZGRZEWAJĄCA - - 250 ml	bol
KOŃSKA MAŚĆ ROZGRZEWAJĄCA - - 250 ml	bol
KOŃSKA MAŚĆ ROZGRZEWAJĄCA - - 250 ml (+ 50ml)	bol
KOŃSKA MAŚĆ ROZGRZEWAJĄCA 1+1 GRATIS żel - 250 ml (+ 250 ml)	bol
Końska Maść Rozgrzewająca Forte Herbamedicus - - 550 ml (500 ml + 50 ml gratis)	bol
Końska Maść Rozgrzewająca SwissMedicus - - 250 ml	bol
Końska Maść rozgrzewająca Szwajcarska - - 150 ml	bol
Końska Maść Rozgrzewająca Szwajcarska - - 20 op.a 30ml (display)	bol
Końska Maść Rozgrzewająca Szwajcarska - - 250 ml (+ 50ml)	bol
Końska Maść Rozgrzewająca Szwajcarska - - 500 ml (+ 50ml)	bol
Końska Maść Rozgrzewająca Szwajcarska - - 550 ml	bol
Końska Maść Rozgrzewająca Szwajcarska żel - 30 ml	bol
Końska Maść rozgrzewająca z Konopiami - - 250 ml	bol
Końska Maść Rozgrzewjąca Herbamedicus - - 250 ml (+50 ml gratis)	bol
KOŃSKA MAŚĆ SPORT RELAX SZWAJCARSKA żel - 150 ml	bol
Końska Maść z Konopiami Chłodząca SwissMedicus żel - 500 ml	bol
Końska Maść z torfem Rozgrzewająca Szwajcarska Herbamedicus - - 225 ml	bol
Koński Balsam Extra Forte - - 250 ml	bol
KOTEK Balsam - - 20 g	bol
KRAUTERHOF MAŚĆ KOŃSKA chłodząca - - 500 ml	bol
KRAUTERHOF MAŚĆ KOŃSKA chłodząca żel - 250 ml	bol
KRAUTERHOF MAŚĆ KOŃSKA silnie rozgrzewaj. - - 500 ml	bol
KRAUTERHOF MAŚĆ KOŃSKA silnie rozgrzewaj. żel - 250 ml	bol
KRAUTERHOF Maść z Arniką - - 6 szt. po 250 ml	bol
KRAUTERHOF SPORT Żel rozgrzewający - - 150 ml	bol
KRAUTERHOF Żel z diabel.pazurem - - 250 ml	bol
KRAUTERHOF Żel z żywokostem lekarskim - - 250 ml	bol
Krem-żel z olejkami eterycznymi i ekstraktem z arniki - - 200 ml	bol
KUR-A-SAN Maść ziołowa - - 250 ml	bol
Lawenol (spir.lawendowy) - - 50 g	bol
Lawenol roztw.do stos.na skór. 0,6 % 100 g	bol
Lawenol roztw.do stos.na skór. 0,6 % 30 g	bol
Lawenol roztw.do stos.na skór. 0,6 % 50 g	bol
Lawenol roztw.do stos.na skór. 0,6 % 90 g	bol
LAWENOL Żel - - 100 ml	bol
Linia Natury Diabelski Pazur - - 250 ml	bol
Marmot Ointment maść z sadła świstaka maść - 50 g	bol
MAŚCI POLSKIE Maść rozgrzewająca z żywokostem - - 100 ml	bol
MAŚCI POLSKIE Maść z arniką i nagietkiem - - 100 ml	bol
MAŚCI POLSKIE Maść z żywokostem - - 100 ml	bol
Maść Alpejska chłodząca Linia Natury maść - 100 ml	bol
Maść Alpejska silnie rozgrzewająca Linia Natury - - 100 ml	bol
Maść ARNIKA - - 200 ml	bol
Maść arnikowa - - 10 g	bol
MAŚĆ Arnikowa - - 130 ml (tub.)	bol
Maść arnikowa - - 25 g	bol
Maść arnikowa arnimax - - 40 g	bol
Maść BOROWINA - - 200 ml	bol
Maść Borowinowa - - 130 ml (tub.)	bol
Maść borowinowa - 0,4 g/g 60 g	bol
Maść bursztynowa - - 20 g	bol
Maść bursztynowa 10% maść - 20 g	bol
Maść bursztynowa maść - 20 g	bol
Maść dla sportowców - - 150 ml	bol
Maść Grizzly - - 125 ml	bol
Maść kamforowa - 10 % 20 g	bol
Maść kamforowa - 10 % 20 g	bol
Maść kamforowa - 10 % 20 g	bol
Maść kamforowa - 10 % 20 g (tub.)	bol
Maść kamforowa (FP.IV) - - 20 g	bol
Maść kamforowa Gemi - 10 % 20 g	bol
Maść kamforowa maść 10 % 20 g	bol
MAŚĆ KOŃSKA chłodząca - - 100 g	bol
MAŚĆ KOŃSKA chłodząca - - 250 g	bol
MAŚĆ KOŃSKA chłodząca - - 250 ml	bol
MAŚĆ KOŃSKA chłodząca - - 350 g	bol
MAŚĆ KOŃSKA chłodząca - - 500 ml	bol
MAŚĆ KOŃSKA chłodząca 250 ml 1+1 Linia Natury Sewmed żel - 1 zest.	bol
Maść końska chłodząca APTEO - - 500 ml	bol
MAŚĆ KOŃSKA chłodząca APTEO CARE żel - 250 ml	bol
MAŚĆ KOŃSKA chłodząca APTEO CARE żel - 250 ml	bol
MAŚĆ KOŃSKA chłodząca Dr.Natura - - 350 g (+ 150 g gratis)	bol
MAŚĆ KOŃSKA chłodząca exclusive - - 250 g	bol
Maść KOŃSKA chłodząca Zyskaj Zdrowie - - 350 g	bol
MAŚĆ KOŃSKA Forte - - 350 g	bol
MAŚĆ KOŃSKA Forte 250 ml 1+1 Linia Natury Sewmed - - 1 zest.	bol
MAŚĆ KOŃSKA Forte rozgrzew. - - 200 g	bol
MAŚĆ KOŃSKA Forte SEWMED - - 250 ml	bol
MAŚĆ KOŃSKA rozgrzew. - - 100 g	bol
MAŚĆ KOŃSKA rozgrzew.exclusive - - 250 g	bol
MAŚĆ KOŃSKA rozgrzew.Linia Natury+KUBEK gratis - - 250 ml	bol
MAŚĆ KOŃSKA rozgrzew.SEWMED - - 250 g	bol
MAŚĆ KOŃSKA rozgrzew.SEWMED - - 500 ml	bol
Maść końska rozgrzewająca - - 100 g	bol
MAŚĆ KOŃSKA rozgrzewająca - - 350 g	bol
Maść końska rozgrzewająca - - 500 g	bol
Maść końska rozgrzewająca 250 ml 1+1 Linia Natury Sewmed - - 1 zest.	bol
Maść końska rozgrzewająca APTEO - - 500 ml	bol
MAŚĆ KOŃSKA rozgrzewająca APTEO CARE żel - 250 ml	bol
MAŚĆ KOŃSKA rozgrzewająca Dr.Natura - - 350 g (+ 150 g gratis)	bol
MAŚĆ KOŃSKA rozgrzewająca forte maść - 250 ml	bol
Maść KOŃSKA rozgrzewająca FORTE Zyskaj Zdrowie - - 350 g	bol
Maść końska rozgrzewająca Linia Natury - - 250 ml	bol
Maść końska rozgrzewająca maść - 200 ml	bol
Maść KOŃSKA rozgrzewająca Zyskaj Zdrowie - - 350 g	bol
MAŚĆ KOŃSKA rozgrzewająca żel - 200 ml (tub.)	bol
MAŚĆ KOŃSKA SIŁA Chłodząca - - 250 g	bol
MAŚĆ KOŃSKA SIŁA Rozgrzewająca - - 250 ml	bol
MAŚĆ KOŃSKA SIŁA Rozgrzewająca - - 500 g	bol
Maść końska żel - 200 ml	bol
MAŚĆ NIEDŹWIEDZI ZĄB - - 200 ml	bol
MAŚĆ NIEDŹWIEDZIA maść - 200 ml	bol
MAŚĆ NIEDŹWIEDZIA naturalna siła i grzanie - - 100 ml	bol
MAŚĆ NIEDŹWIEDZIA polarny lód - - 100 ml	bol
MAŚĆ NIEDŹWIEDZIA silne grzanie - - 100 ml	bol
MAŚĆ NIEDŹWIEDZIA silne grzanie - - 200 ml	bol
Maść rozgrzewająca APTEO - - 50 g	bol
Maść Smocza (Bals.Świątynia Niebios) maść (0,08g+0,09g+0,04g)/ 3,5 g	bol
Maść z wyciągiem z korzenia diabelskiego pazura żel - 200 ml (tub.)	bol
Maść Z Wyciągu Z Korzenia Diabel.Pazura - - 250 ml	bol
Maść z żyworódki FARM-VIX - - 100 ml	bol
Maść z żyworódki FARM-VIX - - 150 ml	bol
Maść z żyworódki FARM-VIX - - 50 ml	bol
Maść z żyworódki i nagietka maść - 150 ml	bol
Maść z żyworódki z ekstr. z aloesu - - 100 ml	bol
Maść z żyworódki z ekstr. z aloesu - - 130 ml (tub.)	bol
Maść Żywokostowa - - 130 ml	bol
Maść żywokostowa - - 150 ml	bol
Maść żywokostowa - - 50 ml	bol
Maść żywokostowa FARM-VIX - - 100 ml	bol
Maść żywokostowa z olejem CBD - - 140 ml	bol
MATERNEA Chłodzący żel do nóg - - 125 ml	bol
Metafen żel Forte (Ibufen) żel 0,1 g/g 50 g	bol
Metafen żel Forte żel 0,1 g/g 100 g	bol
Mobilat maść (0,2g+1g+2g)/100g 50 g	bol
Mobilat żel (0,2g+1g+2g)/100g 50 g	bol
Moveogel Żel do masażu przy wzmożonym wysiłku fizycznym - - 40 g	bol
MUSTELA MATERNITE Żel lekkie nogi - - 125 ml	bol
MyVen HotGel Żel rozgrzewający - - 100 ml (tub.)	bol
MyVen Sport Plus Żel chłodzący - - 100 ml (tub.)	bol
Naklofen TOP żel 0,01 g/g 120 g	bol
Naklofen TOP żel 0,01 g/g 60 g	bol
Nalewka Bursztynowa roztw.do stos.na skór. - 50 g (but.)	bol
Naproxen 1.2% żel 0,012 g/g 50 g	bol
Naproxen 10% żel 0,1 g/g 50 g	bol
Naproxen Emo żel 0,012 g/g 55 g	bol
Naproxen Emo żel 0,1 g/g 100 g	bol
Naproxen Emo żel 0,1 g/g 55 g	bol
Naproxen Hasco żel 0,1 g/g 100 g	bol
Naproxen Hasco żel 0,1 g/g 50 g	bol
Naproxen żel 0,012 g/g 50 g	bol
Neo-Capsiderm maść - 30 g	bol
NeoCapsiderm maść - 30 g	bol
NEOEDEMALT maść - 100 ml	bol
NEOXEN żel 0,1 g/g 100 g (tub.)	bol
NEOXEN żel 0,1 g/g 50 g (tub.)	bol
Neuro Terapia Nes Pharma Żel Bóle kręgosłupa - - 75 g	bol
NEUROMAX Krem z Arniką - - 100 ml	bol
Niedźwiedź Maść Rozgrzewająca forte maść - 200 ml	bol
NIVELAZIONE Skin Therapy Expert Żel chłodzący na opuchnięte i zmęczone nogi - - 150 ml	bol
Nurofen Mięśnie i Stawy (Nurofen Forte Express) plast.leczn. 0,2 g 2 szt.	bol
Nurofen Mięśnie i Stawy (Nurofen Forte Express) plast.leczn. 0,2 g 4 szt.	bol
Nurofen Mięśnie i Stawy (Nurofen) żel 0,05 g/g 100 g	bol
Nurofen Mięśnie i Stawy (Nurofen) żel 0,05 g/g 50 g	bol
OCEANIC LATAN COMFORT Zgrzewka 2+1 zest. - 40 g (+40g+40g)	bol
OCEANIC LATAN COMFORT Żel na zmęczone i opuchnięte nogi - - 40 g (tub. Alu)	bol
OCEANIC LATAN Pakiet 40g 2+1 - - 1 zest.	bol
OCEANIC LATAN Żel n/zmęcz.opuchnięte nogi - - 40 g (tuba)	bol
Octamax Active żel - 100 ml	bol
OCZAR Płyn spray - 100 ml	bol
OCZAR Żel koj/łagodz. - - 50 ml	bol
Olej kamforowy Aflofarm roztw.na skór. 10 % 10 g	bol
Olej kamforowy Aflofarm roztw.na skór. 10 % 30 g	bol
Olej kamforowy Lab.Galen.Olsztyn roztw.na skór. 10 % 10 g (ze szkła)	bol
Olej kamforowy Lab.Galen.Olsztyn roztw.na skór. 10 % 30 g (PE)	bol
Olej kamforowy płyn do stos.na skór. - 10 g	bol
Olej kamforowy płyn do stos.na skór. - 10 g	bol
Olej kamforowy płyn do stos.na skór. - 30 g	bol
Olej kamforowy roztw.na skór. 10 % 10 g	bol
Olej kamforowy roztw.na skór. 10 % 10 g	bol
Olej kamforowy roztw.na skór. 10 % 30 g	bol
Olej z pestek moreli w żelu żel - 200 ml	bol
Olej żywokostowy z gojnikiem - - 100 ml	bol
Olej żywokostowy z gojnikiem - - 100 ml (but.)	bol
Olej żywokostowy z gojnikiem - - 50 ml	bol
Olej żywokostowy z gojnikiem i podagrycznikiem - - 100 ml (but.)	bol
Olfen Hydrożel (Olfen Żel) żel 0,01 g/g 100 g (tub.)	bol
Olfen Hydrożel (Olfen Żel) żel 0,01 g/g 20 g (tub.)	bol
Olfen Hydrożel (Olfen Żel) żel 0,01 g/g 50 g (tub.)	bol
Olfen MAX żel 0,02 g/g 100 g	bol
Olfen MAX żel 0,02 g/g 150 g	bol
Olfen MAX żel 0,02 g/g 50 g	bol
Olfen Patch plast.leczn. 0,14 g 2 plast.	bol
Olfen Patch plast.leczn. 0,14 g 5 plast. (toreb.)	bol
Opokan Actigel żel 0,1 g/g 50 g (tub.)	bol
Opokan HOT Plastry 12cm x 18 cm plast.leczn. - 1 szt.	bol
Opokan Med Plast.rozgrzewające plast.leczn. - 10 szt.	bol
ORTHOLAN VEIN Żel - - 50 ml	bol
ORTHOLAN VEIN Żel n/pękające naczynka - - 50 ml	bol
Osteorapid żel - 40 g	bol
Pasta borowinowa leczn. pasta na skór. - 1 kg	bol
Pasta borowinowa leczn. pasta na skór. - 5 plast. (420-450g)	bol
PEGGY NATURA Żel z żywokost.regen/naw. - - 200 ml	bol
PERFECT Plast Plaster Ginger Forte - - 1 szt.	bol
PERFECT Plast Plaster Ginger Forte - - 50 szt.	bol
PERFECT Plast Plaster Ginger Forte 6cm x 10cm - - 5 szt.	bol
PERFECT Plast plaster przeciwbólowy z wyciągiem z arniki - - 1 szt.	bol
PERFECT Plast plaster przeciwbólowy z wyciągiem z arniki - - 50 szt.	bol
